id,previousThrow0,previousThrow1,previousThrow2,previousThrow3,previousThrow4,previousThrow5,previousThrow6,previousThrow7,previousThrow8,previousThrow9,playerThrow
55a48ab34a314bd33236f707,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f708,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f709,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f70a,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f70b,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f70c,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f70d,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f70e,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f70f,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f710,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f711,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f712,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f713,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f714,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f715,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f716,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f717,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f718,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f719,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f71a,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f71b,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f71c,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f71d,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f71e,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f71f,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
55a48ab34a314bd33236f720,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock
55a48ab34a314bd33236f721,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper
55a48ab34a314bd33236f722,paper,scissors,rock,paper,scissors,rock,paper,scissors,rock,paper,scissors
